id,parent,label,value
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Vernonanthura,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae,Vernonanthura,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Vernonanthura/polyanthes,Plantae/Tracheophyta/Magnoliopsida/Asterales/Asteraceae/Vernonanthura,polyanthes,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Campanulaceae,Plantae/Tracheophyta/Magnoliopsida/Asterales,Campanulaceae,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Campanulaceae/Cyanea,Plantae/Tracheophyta/Magnoliopsida/Asterales/Campanulaceae,Cyanea,10
Plantae/Tracheophyta/Magnoliopsida/Asterales/Campanulaceae/Cyanea/remyi,Plantae/Tracheophyta/Magnoliopsida/Asterales/Campanulaceae/Cyanea,remyi,10
Plantae/Tracheophyta/Magnoliopsida/Fabales,Plantae/Tracheophyta/Magnoliopsida,Fabales,100
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae,Plantae/Tracheophyta/Magnoliopsida/Fabales,Fabaceae,100
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Acacia,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae,Acacia,30
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Acacia/burkittii,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Acacia,burkittii,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Acacia/gracilifolia,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Acacia,gracilifolia,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Acacia/hammondii,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Acacia,hammondii,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Argyrolobium,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae,Argyrolobium,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Argyrolobium/petiolare,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Argyrolobium,petiolare,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Aspalathus,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae,Aspalathus,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Aspalathus/compacta,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Aspalathus,compacta,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Astragalus,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae,Astragalus,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Astragalus/barrii,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Astragalus,barrii,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Brachystegia,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae,Brachystegia,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Brachystegia/boehmii,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Brachystegia,boehmii,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Hererolandia,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae,Hererolandia,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Hererolandia/pearsonii,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Hererolandia,pearsonii,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Phyllota,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae,Phyllota,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Phyllota/grandiflora,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Phyllota,grandiflora,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Senna,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae,Senna,10
Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Senna/clavigera,Plantae/Tracheophyta/Magnoliopsida/Fabales/Fabaceae/Senna,clavigera,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales,Plantae/Tracheophyta/Magnoliopsida,Lamiales,90
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Lamiaceae,Plantae/Tracheophyta/Magnoliopsida/Lamiales,Lamiaceae,30
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Lamiaceae/Monardella,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Lamiaceae,Monardella,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Lamiaceae/Monardella/sheltonii,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Lamiaceae/Monardella,sheltonii,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Lamiaceae/Phlomis,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Lamiaceae,Phlomis,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Lamiaceae/Phlomis/brevilabris,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Lamiaceae/Phlomis,brevilabris,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Lamiaceae/Syncolostemon,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Lamiaceae,Syncolostemon,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Lamiaceae/Syncolostemon/comosus,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Lamiaceae/Syncolostemon,comosus,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Calceolariaceae,Plantae/Tracheophyta/Magnoliopsida/Lamiales,Calceolariaceae,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Calceolariaceae/Calceolaria,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Calceolariaceae,Calceolaria,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Calceolariaceae/Calceolaria/myriophylla,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Calceolariaceae/Calceolaria,myriophylla,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Orobanchaceae,Plantae/Tracheophyta/Magnoliopsida/Lamiales,Orobanchaceae,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Orobanchaceae/Cordylanthus,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Orobanchaceae,Cordylanthus,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Orobanchaceae/Cordylanthus/eremicus,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Orobanchaceae/Cordylanthus,eremicus,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Scrophulariaceae,Plantae/Tracheophyta/Magnoliopsida/Lamiales,Scrophulariaceae,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Scrophulariaceae/Dischisma,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Scrophulariaceae,Dischisma,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Scrophulariaceae/Dischisma/tomentosum,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Scrophulariaceae/Dischisma,tomentosum,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Phrymaceae,Plantae/Tracheophyta/Magnoliopsida/Lamiales,Phrymaceae,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Phrymaceae/Erythranthe,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Phrymaceae,Erythranthe,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Phrymaceae/Erythranthe/gracilipes,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Phrymaceae/Erythranthe,gracilipes,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Verbenaceae,Plantae/Tracheophyta/Magnoliopsida/Lamiales,Verbenaceae,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Verbenaceae/Glandularia,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Verbenaceae,Glandularia,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Verbenaceae/Glandularia/lilacina,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Verbenaceae/Glandularia,lilacina,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Stilbaceae,Plantae/Tracheophyta/Magnoliopsida/Lamiales,Stilbaceae,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Stilbaceae/Stilbe,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Stilbaceae,Stilbe,10
Plantae/Tracheophyta/Magnoliopsida/Lamiales/Stilbaceae/Stilbe/serrulata,Plantae/Tracheophyta/Magnoliopsida/Lamiales/Stilbaceae/Stilbe,serrulata,10
Plantae/Tracheophyta/Magnoliopsida/Caryophyllales,Plantae/Tracheophyta/Magnoliopsida,Caryophyllales,40
Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Aizoaceae,Plantae/Tracheophyta/Magnoliopsida/Caryophyllales,Aizoaceae,10
Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Aizoaceae/Amphibolia,Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Aizoaceae,Amphibolia,10
Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Aizoaceae/Amphibolia/succulenta,Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Aizoaceae/Amphibolia,succulenta,10
Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae,Plantae/Tracheophyta/Magnoliopsida/Caryophyllales,Caryophyllaceae,10
Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Dianthus,Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae,Dianthus,10
Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Dianthus/caryophyllus,Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Caryophyllaceae/Dianthus,caryophyllus,10
Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Amaranthaceae,Plantae/Tracheophyta/Magnoliopsida/Caryophyllales,Amaranthaceae,10
Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Amaranthaceae/Oxybasis,Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Amaranthaceae,Oxybasis,10
Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Amaranthaceae/Oxybasis/rubra,Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Amaranthaceae/Oxybasis,rubra,10
Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Polygonaceae,Plantae/Tracheophyta/Magnoliopsida/Caryophyllales,Polygonaceae,10
Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Polygonaceae/Rumex,Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Polygonaceae,Rumex,10
Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Polygonaceae/Rumex/azoricus,Plantae/Tracheophyta/Magnoliopsida/Caryophyllales/Polygonaceae/Rumex,azoricus,10
Plantae/Tracheophyta/Magnoliopsida/Malpighiales,Plantae/Tracheophyta/Magnoliopsida,Malpighiales,30
Plantae/Tracheophyta/Magnoliopsida/Malpighiales/Calophyllaceae,Plantae/Tracheophyta/Magnoliopsida/Malpighiales,Calophyllaceae,10
Plantae/Tracheophyta/Magnoliopsida/Malpighiales/Calophyllaceae/Calophyllum,Plantae/Tracheophyta/Magnoliopsida/Malpighiales/Calophyllaceae,Calophyllum,10
Plantae/Tracheophyta/Magnoliopsida/Malpighiales/Calophyllaceae/Calophyllum/soulattri,Plantae/Tracheophyta/Magnoliopsida/Malpighiales/Calophyllaceae/Calophyllum,soulattri,10
Plantae/Tracheophyta/Magnoliopsida/Malpighiales/Euphorbiaceae,Plantae/Tracheophyta/Magnoliopsida/Malpighiales,Euphorbiaceae,10
Plantae/Tracheophyta/Magnoliopsida/Malpighiales/Euphorbiaceae/Dalechampia,Plantae/Tracheophyta/Magnoliopsida/Malpighiales/Euphorbiaceae,Dalechampia,10
Plantae/Tracheophyta/Magnoliopsida/Malpighiales/Euphorbiaceae/Dalechampia/galpinii,Plantae/Tracheophyta/Magnoliopsida/Malpighiales/Euphorbiaceae/Dalechampia,galpinii,10
Plantae/Tracheophyta/Magnoliopsida/Malpighiales/Salicaceae,Plantae/Tracheophyta/Magnoliopsida/Malpighiales,Salicaceae,10
Plantae/Tracheophyta/Magnoliopsida/Malpighiales/Salicaceae/Populus,Plantae/Tracheophyta/Magnoliopsida/Malpighiales/Salicaceae,Populus,10
Plantae/Tracheophyta/Magnoliopsida/Malpighiales/Salicaceae/Populus/Generous Poplar,Plantae/Tracheophyta/Magnoliopsida/Malpighiales/Salicaceae/Populus,Generous Poplar,10
Plantae/Tracheophyta/Magnoliopsida/Rosales,Plantae/Tracheophyta/Magnoliopsida,Rosales,30
Plantae/Tracheophyta/Magnoliopsida/Rosales/Rosaceae,Plantae/Tracheophyta/Magnoliopsida/Rosales,Rosaceae,30
Plantae/Tracheophyta/Magnoliopsida/Rosales/Rosaceae/Rubus,Plantae/Tracheophyta/Magnoliopsida/Rosales/Rosaceae,Rubus,20
Plantae/Tracheophyta/Magnoliopsida/Rosales/Rosaceae/Rubus/microphyllus,Plantae/Tracheophyta/Magnoliopsida/Rosales/Rosaceae/Rubus,microphyllus,10
Plantae/Tracheophyta/Magnoliopsida/Rosales/Rosaceae/Rubus/rudis,Plantae/Tracheophyta/Magnoliopsida/Rosales/Rosaceae/Rubus,rudis,10
Plantae/Tracheophyta/Magnoliopsida/Rosales/Rosaceae/Crataegus,Plantae/Tracheophyta/Magnoliopsida/Rosales/Rosaceae,Crataegus,10
Plantae/Tracheophyta/Magnoliopsida/Rosales/Rosaceae/Crataegus/ambigua,Plantae/Tracheophyta/Magnoliopsida/Rosales/Rosaceae/Crataegus,ambigua,10
Plantae/Tracheophyta/Magnoliopsida/Gentianales,Plantae/Tracheophyta/Magnoliopsida,Gentianales,30
Plantae/Tracheophyta/Magnoliopsida/Gentianales/Apocynaceae,Plantae/Tracheophyta/Magnoliopsida/Gentianales,Apocynaceae,20
Plantae/Tracheophyta/Magnoliopsida/Gentianales/Apocynaceae/Hoodia,Plantae/Tracheophyta/Magnoliopsida/Gentianales/Apocynaceae,Hoodia,10
Plantae/Tracheophyta/Magnoliopsida/Gentianales/Apocynaceae/Hoodia/flava,Plantae/Tracheophyta/Magnoliopsida/Gentianales/Apocynaceae/Hoodia,flava,10
Plantae/Tracheophyta/Magnoliopsida/Gentianales/Apocynaceae/Periglossum,Plantae/Tracheophyta/Magnoliopsida/Gentianales/Apocynaceae,Periglossum,10
Plantae/Tracheophyta/Magnoliopsida/Gentianales/Apocynaceae/Periglossum/angustifolium,Plantae/Tracheophyta/Magnoliopsida/Gentianales/Apocynaceae/Periglossum,angustifolium,10
Plantae/Tracheophyta/Magnoliopsida/Gentianales/Rubiaceae,Plantae/Tracheophyta/Magnoliopsida/Gentianales,Rubiaceae,10
Plantae/Tracheophyta/Magnoliopsida/Gentianales/Rubiaceae/Galium,Plantae/Tracheophyta/Magnoliopsida/Gentianales/Rubiaceae,Galium,10
Plantae/Tracheophyta/Magnoliopsida/Gentianales/Rubiaceae/Galium/coriaceum,Plantae/Tracheophyta/Magnoliopsida/Gentianales/Rubiaceae/Galium,coriaceum,10
Plantae/Tracheophyta/Magnoliopsida/Apiales,Plantae/Tracheophyta/Magnoliopsida,Apiales,30
Plantae/Tracheophyta/Magnoliopsida/Apiales/Apiaceae,Plantae/Tracheophyta/Magnoliopsida/Apiales,Apiaceae,30
Plantae/Tracheophyta/Magnoliopsida/Apiales/Apiaceae/Lomatium,Plantae/Tracheophyta/Magnoliopsida/Apiales/Apiaceae,Lomatium,20
Plantae/Tracheophyta/Magnoliopsida/Apiales/Apiaceae/Lomatium/torreyi,Plantae/Tracheophyta/Magnoliopsida/Apiales/Apiaceae/Lomatium,torreyi,10
Plantae/Tracheophyta/Magnoliopsida/Apiales/Apiaceae/Lomatium/triternatum,Plantae/Tracheophyta/Magnoliopsida/Apiales/Apiaceae/Lomatium,triternatum,10
Plantae/Tracheophyta/Magnoliopsida/Apiales/Apiaceae/Sanicula,Plantae/Tracheophyta/Magnoliopsida/Apiales/Apiaceae,Sanicula,10
Plantae/Tracheophyta/Magnoliopsida/Apiales/Apiaceae/Sanicula/nan,Plantae/Tracheophyta/Magnoliopsida/Apiales/Apiaceae/Sanicula,,10
Plantae/Tracheophyta/Magnoliopsida/Fagales,Plantae/Tracheophyta/Magnoliopsida,Fagales,20
Plantae/Tracheophyta/Magnoliopsida/Fagales/Betulaceae,Plantae/Tracheophyta/Magnoliopsida/Fagales,Betulaceae,10
Plantae/Tracheophyta/Magnoliopsida/Fagales/Betulaceae/Alnus,Plantae/Tracheophyta/Magnoliopsida/Fagales/Betulaceae,Alnus,10
Plantae/Tracheophyta/Magnoliopsida/Fagales/Betulaceae/Alnus/maritima,Plantae/Tracheophyta/Magnoliopsida/Fagales/Betulaceae/Alnus,maritima,10
Plantae/Tracheophyta/Magnoliopsida/Fagales/Fagaceae,Plantae/Tracheophyta/Magnoliopsida/Fagales,Fagaceae,10
Plantae/Tracheophyta/Magnoliopsida/Fagales/Fagaceae/Quercus,Plantae/Tracheophyta/Magnoliopsida/Fagales/Fagaceae,Quercus,10
Plantae/Tracheophyta/Magnoliopsida/Fagales/Fagaceae/Quercus/floribunda,Plantae/Tracheophyta/Magnoliopsida/Fagales/Fagaceae/Quercus,floribunda,10
Plantae/Tracheophyta/Magnoliopsida/Myrtales,Plantae/Tracheophyta/Magnoliopsida,Myrtales,20
Plantae/Tracheophyta/Magnoliopsida/Myrtales/Lythraceae,Plantae/Tracheophyta/Magnoliopsida/Myrtales,Lythraceae,10
Plantae/Tracheophyta/Magnoliopsida/Myrtales/Lythraceae/Ammannia,Plantae/Tracheophyta/Magnoliopsida/Myrtales/Lythraceae,Ammannia,10
Plantae/Tracheophyta/Magnoliopsida/Myrtales/Lythraceae/Ammannia/prieuriana,Plantae/Tracheophyta/Magnoliopsida/Myrtales/Lythraceae/Ammannia,prieuriana,10
Plantae/Tracheophyta/Magnoliopsida/Myrtales/Onagraceae,Plantae/Tracheophyta/Magnoliopsida/Myrtales,Onagraceae,10
Plantae/Tracheophyta/Magnoliopsida/Myrtales/Onagraceae/Oenothera,Plantae/Tracheophyta/Magnoliopsida/Myrtales/Onagraceae,Oenothera,10
Plantae/Tracheophyta/Magnoliopsida/Myrtales/Onagraceae/Oenothera/primiveris,Plantae/Tracheophyta/Magnoliopsida/Myrtales/Onagraceae/Oenothera,primiveris,10
Plantae/Tracheophyta/Magnoliopsida/Brassicales,Plantae/Tracheophyta/Magnoliopsida,Brassicales,20
Plantae/Tracheophyta/Magnoliopsida/Brassicales/Brassicaceae,Plantae/Tracheophyta/Magnoliopsida/Brassicales,Brassicaceae,20
Plantae/Tracheophyta/Magnoliopsida/Brassicales/Brassicaceae/Boechera,Plantae/Tracheophyta/Magnoliopsida/Brassicales/Brassicaceae,Boechera,10
Plantae/Tracheophyta/Magnoliopsida/Brassicales/Brassicaceae/Boechera/inyoensis,Plantae/Tracheophyta/Magnoliopsida/Brassicales/Brassicaceae/Boechera,inyoensis,10
Plantae/Tracheophyta/Magnoliopsida/Brassicales/Brassicaceae/Lepidium,Plantae/Tracheophyta/Magnoliopsida/Brassicales/Brassicaceae,Lepidium,10
Plantae/Tracheophyta/Magnoliopsida/Brassicales/Brassicaceae/Lepidium/tiehmii,Plantae/Tracheophyta/Magnoliopsida/Brassicales/Brassicaceae/Lepidium,tiehmii,10
Plantae/Tracheophyta/Magnoliopsida/Malvales,Plantae/Tracheophyta/Magnoliopsida,Malvales,20
Plantae/Tracheophyta/Magnoliopsida/Malvales/Malvaceae,Plantae/Tracheophyta/Magnoliopsida/Malvales,Malvaceae,20
Plantae/Tracheophyta/Magnoliopsida/Malvales/Malvaceae/Dombeya,Plantae/Tracheophyta/Magnoliopsida/Malvales/Malvaceae,Dombeya,10
Plantae/Tracheophyta/Magnoliopsida/Malvales/Malvaceae/Dombeya/quinqueseta,Plantae/Tracheophyta/Magnoliopsida/Malvales/Malvaceae/Dombeya,quinqueseta,10
Plantae/Tracheophyta/Magnoliopsida/Malvales/Malvaceae/Malva,Plantae/Tracheophyta/Magnoliopsida/Malvales/Malvaceae,Malva,10
Plantae/Tracheophyta/Magnoliopsida/Malvales/Malvaceae/Malva/parviflora,Plantae/Tracheophyta/Magnoliopsida/Malvales/Malvaceae/Malva,parviflora,10
Plantae/Tracheophyta/Magnoliopsida/Ericales,Plantae/Tracheophyta/Magnoliopsida,Ericales,20
Plantae/Tracheophyta/Magnoliopsida/Ericales/Ericaceae,Plantae/Tracheophyta/Magnoliopsida/Ericales,Ericaceae,20
Plantae/Tracheophyta/Magnoliopsida/Ericales/Ericaceae/Erica,Plantae/Tracheophyta/Magnoliopsida/Ericales/Ericaceae,Erica,20
Plantae/Tracheophyta/Magnoliopsida/Ericales/Ericaceae/Erica/banksia,Plantae/Tracheophyta/Magnoliopsida/Ericales/Ericaceae/Erica,banksia,10
Plantae/Tracheophyta/Magnoliopsida/Ericales/Ericaceae/Erica/coarctata,Plantae/Tracheophyta/Magnoliopsida/Ericales/Ericaceae/Erica,coarctata,10
Plantae/Tracheophyta/Magnoliopsida/Geraniales,Plantae/Tracheophyta/Magnoliopsida,Geraniales,20
Plantae/Tracheophyta/Magnoliopsida/Geraniales/Geraniaceae,Plantae/Tracheophyta/Magnoliopsida/Geraniales,Geraniaceae,20
Plantae/Tracheophyta/Magnoliopsida/Geraniales/Geraniaceae/Pelargonium,Plantae/Tracheophyta/Magnoliopsida/Geraniales/Geraniaceae,Pelargonium,20
Plantae/Tracheophyta/Magnoliopsida/Geraniales/Geraniaceae/Pelargonium/praemorsum,Plantae/Tracheophyta/Magnoliopsida/Geraniales/Geraniaceae/Pelargonium,praemorsum,10
Plantae/Tracheophyta/Magnoliopsida/Geraniales/Geraniaceae/Pelargonium/Rose Storksbill,Plantae/Tracheophyta/Magnoliopsida/Geraniales/Geraniaceae/Pelargonium,Rose Storksbill,10
Plantae/Tracheophyta/Magnoliopsida/Santalales,Plantae/Tracheophyta/Magnoliopsida,Santalales,10
Plantae/Tracheophyta/Magnoliopsida/Santalales/Balanophoraceae,Plantae/Tracheophyta/Magnoliopsida/Santalales,Balanophoraceae,10
Plantae/Tracheophyta/Magnoliopsida/Santalales/Balanophoraceae/Balanophora,Plantae/Tracheophyta/Magnoliopsida/Santalales/Balanophoraceae,Balanophora,10
Plantae/Tracheophyta/Magnoliopsida/Santalales/Balanophoraceae/Balanophora/involucrata,Plantae/Tracheophyta/Magnoliopsida/Santalales/Balanophoraceae/Balanophora,involucrata,10
Plantae/Tracheophyta/Magnoliopsida/Laurales,Plantae/Tracheophyta/Magnoliopsida,Laurales,10
Plantae/Tracheophyta/Magnoliopsida/Laurales/Calycanthaceae,Plantae/Tracheophyta/Magnoliopsida/Laurales,Calycanthaceae,10
Plantae/Tracheophyta/Magnoliopsida/Laurales/Calycanthaceae/Calycanthus,Plantae/Tracheophyta/Magnoliopsida/Laurales/Calycanthaceae,Calycanthus,10
Plantae/Tracheophyta/Magnoliopsida/Laurales/Calycanthaceae/Calycanthus/chinensis,Plantae/Tracheophyta/Magnoliopsida/Laurales/Calycanthaceae/Calycanthus,chinensis,10
Plantae/Tracheophyta/Magnoliopsida/Sapindales,Plantae/Tracheophyta/Magnoliopsida,Sapindales,10
Plantae/Tracheophyta/Magnoliopsida/Sapindales/Rutaceae,Plantae/Tracheophyta/Magnoliopsida/Sapindales,Rutaceae,10
Plantae/Tracheophyta/Magnoliopsida/Sapindales/Rutaceae/Diosma,Plantae/Tracheophyta/Magnoliopsida/Sapindales/Rutaceae,Diosma,10
Plantae/Tracheophyta/Magnoliopsida/Sapindales/Rutaceae/Diosma/sabulosa,Plantae/Tracheophyta/Magnoliopsida/Sapindales/Rutaceae/Diosma,sabulosa,10
Plantae/Tracheophyta/Magnoliopsida/Proteales,Plantae/Tracheophyta/Magnoliopsida,Proteales,10
Plantae/Tracheophyta/Magnoliopsida/Proteales/Proteaceae,Plantae/Tracheophyta/Magnoliopsida/Proteales,Proteaceae,10
Plantae/Tracheophyta/Magnoliopsida/Proteales/Proteaceae/Lambertia,Plantae/Tracheophyta/Magnoliopsida/Proteales/Proteaceae,Lambertia,10
Plantae/Tracheophyta/Magnoliopsida/Proteales/Proteaceae/Lambertia/echinata,Plantae/Tracheophyta/Magnoliopsida/Proteales/Proteaceae/Lambertia,echinata,10
Plantae/Tracheophyta/Magnoliopsida/Dipsacales,Plantae/Tracheophyta/Magnoliopsida,Dipsacales,10
Plantae/Tracheophyta/Magnoliopsida/Dipsacales/Caprifoliaceae,Plantae/Tracheophyta/Magnoliopsida/Dipsacales,Caprifoliaceae,10
Plantae/Tracheophyta/Magnoliopsida/Dipsacales/Caprifoliaceae/Lonicera,Plantae/Tracheophyta/Magnoliopsida/Dipsacales/Caprifoliaceae,Lonicera,10
Plantae/Tracheophyta/Magnoliopsida/Dipsacales/Caprifoliaceae/Lonicera/japonica,Plantae/Tracheophyta/Magnoliopsida/Dipsacales/Caprifoliaceae/Lonicera,japonica,10
Plantae/Tracheophyta/Magnoliopsida/Cornales,Plantae/Tracheophyta/Magnoliopsida,Cornales,10
Plantae/Tracheophyta/Magnoliopsida/Cornales/Loasaceae,Plantae/Tracheophyta/Magnoliopsida/Cornales,Loasaceae,10
Plantae/Tracheophyta/Magnoliopsida/Cornales/Loasaceae/Mentzelia,Plantae/Tracheophyta/Magnoliopsida/Cornales/Loasaceae,Mentzelia,10
Plantae/Tracheophyta/Magnoliopsida/Cornales/Loasaceae/Mentzelia/memorabalis,Plantae/Tracheophyta/Magnoliopsida/Cornales/Loasaceae/Mentzelia,memorabalis,10
Plantae/Tracheophyta/Magnoliopsida/Oxalidales,Plantae/Tracheophyta/Magnoliopsida,Oxalidales,10
Plantae/Tracheophyta/Magnoliopsida/Oxalidales/Oxalidaceae,Plantae/Tracheophyta/Magnoliopsida/Oxalidales,Oxalidaceae,10
Plantae/Tracheophyta/Magnoliopsida/Oxalidales/Oxalidaceae/Oxalis,Plantae/Tracheophyta/Magnoliopsida/Oxalidales/Oxalidaceae,Oxalis,10
Plantae/Tracheophyta/Magnoliopsida/Oxalidales/Oxalidaceae/Oxalis/massoniana,Plantae/Tracheophyta/Magnoliopsida/Oxalidales/Oxalidaceae/Oxalis,massoniana,10
Plantae/Tracheophyta/Magnoliopsida/Bruniales,Plantae/Tracheophyta/Magnoliopsida,Bruniales,10
Plantae/Tracheophyta/Magnoliopsida/Bruniales/Bruniaceae,Plantae/Tracheophyta/Magnoliopsida/Bruniales,Bruniaceae,10
Plantae/Tracheophyta/Magnoliopsida/Bruniales/Bruniaceae/Staavia,Plantae/Tracheophyta/Magnoliopsida/Bruniales/Bruniaceae,Staavia,10
Plantae/Tracheophyta/Magnoliopsida/Bruniales/Bruniaceae/Staavia/brownii,Plantae/Tracheophyta/Magnoliopsida/Bruniales/Bruniaceae/Staavia,brownii,10
Plantae/Tracheophyta/Magnoliopsida/Boraginales,Plantae/Tracheophyta/Magnoliopsida,Boraginales,10
Plantae/Tracheophyta/Magnoliopsida/Boraginales/Boraginaceae,Plantae/Tracheophyta/Magnoliopsida/Boraginales,Boraginaceae,10
Plantae/Tracheophyta/Magnoliopsida/Boraginales/Boraginaceae/Tiquilia,Plantae/Tracheophyta/Magnoliopsida/Boraginales/Boraginaceae,Tiquilia,10
Plantae/Tracheophyta/Magnoliopsida/Boraginales/Boraginaceae/Tiquilia/nesiotica,Plantae/Tracheophyta/Magnoliopsida/Boraginales/Boraginaceae/Tiquilia,nesiotica,10
